"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
76250,"23297","UNIQUE","DEFENSE GENERAL SUPPLY CT","VA","NOT ACCEPTABLE",37.55,-77.46,0.17,-0.77,0.60,"NA","US","Defense General Supply Ct, VA","NA-US-VA-DEFENSE GENERAL SUPPLY CT","false",,,,
76251,"23297","UNIQUE","RICH","VA","NOT ACCEPTABLE",37.55,-77.46,0.17,-0.77,0.60,"NA","US","Rich, VA","NA-US-VA-RICH","false",,,,
76252,"23298","STANDARD","RICHMOND","VA","PRIMARY",37.55,-77.46,0.17,-0.77,0.60,"NA","US","Richmond, VA","NA-US-VA-RICHMOND","false",,,,
76253,"23298","STANDARD","VCU/MCV EAST","VA","NOT ACCEPTABLE",37.55,-77.46,0.17,-0.77,0.60,"NA","US","Vcu/mcv East, VA","NA-US-VA-VCU/MCV EAST","false",,,,
76254,"24473","STANDARD","ROCKBRIDGE BATHS","VA","PRIMARY",37.90,-79.41,0.14,-0.77,0.61,"NA","US","Rockbridge Baths, VA","NA-US-VA-ROCKBRIDGE BATHS","false",412,735,11611787,
76255,"24473","STANDARD","ROCKBDGE BATH","VA","ACCEPTABLE",37.90,-79.41,0.14,-0.77,0.61,"NA","US","Rockbdge Bath, VA","NA-US-VA-ROCKBDGE BATH","false",412,735,11611787,
76256,"24473","STANDARD","ROCKBRG BATHS","VA","NOT ACCEPTABLE",37.90,-79.41,0.14,-0.77,0.61,"NA","US","Rockbrg Baths, VA","NA-US-VA-ROCKBRG BATHS","false",412,735,11611787,
76257,"23146","STANDARD","ROCKVILLE","VA","PRIMARY",37.72,-77.67,0.16,-0.77,0.61,"NA","US","Rockville, VA","NA-US-VA-ROCKVILLE","false",1506,2761,84265744,
76258,"22967","STANDARD","ROSELAND","VA","PRIMARY",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Roseland, VA","NA-US-VA-ROSELAND","false",977,1703,27856648,
76259,"22967","STANDARD","LOWESVILLE","VA","ACCEPTABLE",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Lowesville, VA","NA-US-VA-LOWESVILLE","false",977,1703,27856648,
76260,"22967","STANDARD","MASSIES MILL","VA","ACCEPTABLE",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Massies Mill, VA","NA-US-VA-MASSIES MILL","false",977,1703,27856648,
76261,"22967","STANDARD","WINTERGREEN RESORT","VA","ACCEPTABLE",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Wintergreen Resort, VA","NA-US-VA-WINTERGREEN RESORT","false",977,1703,27856648,
76262,"22967","STANDARD","WINTERGRN RST","VA","ACCEPTABLE",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Wintergrn Rst, VA","NA-US-VA-WINTERGRN RST","false",977,1703,27856648,
76263,"22967","STANDARD","MASSIES ML","VA","NOT ACCEPTABLE",37.74,-78.97,0.15,-0.77,0.61,"NA","US","Massies Ml, VA","NA-US-VA-MASSIES ML","false",977,1703,27856648,
76264,"22976","STANDARD","TYRO","VA","PRIMARY",37.82,-79.00,0.15,-0.77,0.61,"NA","US","Tyro, VA","NA-US-VA-TYRO","false",,,,
76265,"22976","STANDARD","ROSELAND","VA","ACCEPTABLE",37.82,-79.00,0.15,-0.77,0.61,"NA","US","Roseland, VA","NA-US-VA-ROSELAND","false",,,,
76266,"22545","PO BOX","RUBY","VA","PRIMARY",38.50,-77.51,0.16,-0.76,0.62,"NA","US","Ruby, VA","NA-US-VA-RUBY","false",,,,
76267,"22968","STANDARD","RUCKERSVILLE","VA","PRIMARY",38.23,-78.37,0.15,-0.76,0.61,"NA","US","Ruckersville, VA","NA-US-VA-RUCKERSVILLE","false",4361,8084,181248597,
76268,"22968","STANDARD","ADVANCE MILLS","VA","ACCEPTABLE",38.23,-78.37,0.15,-0.76,0.61,"NA","US","Advance Mills, VA","NA-US-VA-ADVANCE MILLS","false",4361,8084,181248597,
76269,"22546","STANDARD","RUTHER GLEN","VA","PRIMARY",38.00,-77.54,0.16,-0.76,0.61,"NA","US","Ruther Glen, VA","NA-US-VA-RUTHER GLEN","false",6997,12545,292216115,
76270,"22546","STANDARD","RUTHERGLEN","VA","NOT ACCEPTABLE",38.00,-77.54,0.16,-0.76,0.61,"NA","US","Rutherglen, VA","NA-US-VA-RUTHERGLEN","false",6997,12545,292216115,
76271,"23147","PO BOX","RUTHVILLE","VA","PRIMARY",37.36,-77.04,0.17,-0.77,0.60,"NA","US","Ruthville, VA","NA-US-VA-RUTHVILLE","false",,,,
76272,"23023","STANDARD","BRUINGTON","VA","PRIMARY",37.77,-76.93,0.17,-0.76,0.61,"NA","US","Bruington, VA","NA-US-VA-BRUINGTON","false",,,,
76273,"23148","STANDARD","SAINT STEPHENS CHURCH","VA","PRIMARY",37.80,-77.05,0.17,-0.77,0.61,"NA","US","Saint Stephens Church, VA","NA-US-VA-SAINT STEPHENS CHURCH","false",753,1312,23547795,
76274,"23148","STANDARD","CAUTHORNVILLE","VA","ACCEPTABLE",37.80,-77.05,0.17,-0.77,0.61,"NA","US","Cauthornville, VA","NA-US-VA-CAUTHORNVILLE","false",753,1312,23547795,
76275,"23148","STANDARD","INDIAN NECK","VA","ACCEPTABLE",37.80,-77.05,0.17,-0.77,0.61,"NA","US","Indian Neck, VA","NA-US-VA-INDIAN NECK","false",753,1312,23547795,
76276,"23148","STANDARD","ST STEPHENS CHURCH","VA","ACCEPTABLE",37.80,-77.05,0.17,-0.77,0.61,"NA","US","St Stephens Church, VA","NA-US-VA-ST STEPHENS CHURCH","false",753,1312,23547795,
76277,"23148","STANDARD","ST STEPHNS CH","VA","ACCEPTABLE",37.80,-77.05,0.17,-0.77,0.61,"NA","US","St Stephns Ch, VA","NA-US-VA-ST STEPHNS CH","false",753,1312,23547795,
76278,"23161","STANDARD","STEVENSVILLE","VA","PRIMARY",37.72,-76.92,0.17,-0.77,0.61,"NA","US","Stevensville, VA","NA-US-VA-STEVENSVILLE","false",,,,
76279,"23031","PO BOX","CHRISTCHURCH","VA","PRIMARY",37.57,-76.60,0.18,-0.77,0.60,"NA","US","Christchurch, VA","NA-US-VA-CHRISTCHURCH","false",,,,
76280,"23149","STANDARD","SALUDA","VA","PRIMARY",37.60,-76.59,0.18,-0.77,0.61,"NA","US","Saluda, VA","NA-US-VA-SALUDA","false",1278,2254,38432497,
76281,"23149","STANDARD","GLENNS","VA","NOT ACCEPTABLE",37.60,-76.59,0.18,-0.77,0.61,"NA","US","Glenns, VA","NA-US-VA-GLENNS","false",1278,2254,38432497,
76282,"23150","STANDARD","SANDSTON","VA","PRIMARY",37.51,-77.27,0.17,-0.77,0.60,"NA","US","Sandston, VA","NA-US-VA-SANDSTON","false",6194,10558,234960055,
76283,"23153","STANDARD","SANDY HOOK","VA","PRIMARY",37.75,-77.91,0.16,-0.77,0.61,"NA","US","Sandy Hook, VA","NA-US-VA-SANDY HOOK","false",668,1309,40600941,
76284,"23426","STANDARD","SANFORD","VA","PRIMARY",37.92,-75.66,0.19,-0.76,0.61,"NA","US","Sanford, VA","NA-US-VA-SANFORD","false",,,,
76285,"23967","STANDARD","SAXE","VA","PRIMARY",36.93,-78.66,0.15,-0.78,0.60,"NA","US","Saxe, VA","NA-US-VA-SAXE","false",446,794,11044290,
76286,"23427","PO BOX","SAXIS","VA","PRIMARY",37.92,-75.72,0.19,-0.76,0.61,"NA","US","Saxis, VA","NA-US-VA-SAXIS","false",,,,
76287,"23154","PO BOX","SCHLEY","VA","PRIMARY",37.39,-76.44,0.18,-0.77,0.60,"NA","US","Schley, VA","NA-US-VA-SCHLEY","false",,,,
76288,"22969","STANDARD","SCHUYLER","VA","PRIMARY",37.79,-78.69,0.15,-0.77,0.61,"NA","US","Schuyler, VA","NA-US-VA-SCHUYLER","false",578,1037,19008956,
76289,"23696","STANDARD","SEAFORD","VA","PRIMARY",37.19,-76.43,0.18,-0.77,0.60,"NA","US","Seaford, VA","NA-US-VA-SEAFORD","false",1790,3337,86797502,
76290,"22547","PO BOX","SEALSTON","VA","PRIMARY",38.27,-77.32,0.17,-0.76,0.61,"NA","US","Sealston, VA","NA-US-VA-SEALSTON","false",,,,
76291,"23878","STANDARD","SEDLEY","VA","PRIMARY",36.77,-76.98,0.18,-0.78,0.59,"NA","US","Sedley, VA","NA-US-VA-SEDLEY","false",538,1019,19037610,
76292,"24474","PO BOX","SELMA","VA","PRIMARY",37.79,-79.87,0.13,-0.77,0.61,"NA","US","Selma, VA","NA-US-VA-SELMA","false",,,,
76293,"23108","STANDARD","MASCOT","VA","PRIMARY",37.62,-76.70,0.18,-0.77,0.61,"NA","US","Mascot, VA","NA-US-VA-MASCOT","false",,,,
76294,"23156","STANDARD","SHACKLEFORDS","VA","PRIMARY",37.54,-76.73,0.18,-0.77,0.60,"NA","US","Shacklefords, VA","NA-US-VA-SHACKLEFORDS","false",742,1315,23668536,
76295,"23156","STANDARD","PLAIN VIEW","VA","ACCEPTABLE",37.54,-76.73,0.18,-0.77,0.60,"NA","US","Plain View, VA","NA-US-VA-PLAIN VIEW","false",742,1315,23668536,
76296,"23156","STANDARD","PLAINVIEW","VA","NOT ACCEPTABLE",37.54,-76.73,0.18,-0.77,0.60,"NA","US","Plainview, VA","NA-US-VA-PLAINVIEW","false",742,1315,23668536,
76297,"22548","PO BOX","SHARPS","VA","PRIMARY",37.84,-76.70,0.18,-0.76,0.61,"NA","US","Sharps, VA","NA-US-VA-SHARPS","false",,,,
76298,"22849","STANDARD","SHENANDOAH","VA","PRIMARY",38.48,-78.62,0.15,-0.76,0.62,"NA","US","Shenandoah, VA","NA-US-VA-SHENANDOAH","false",2278,4048,71554989,
76299,"22971","STANDARD","SHIPMAN","VA","PRIMARY",37.72,-78.83,0.15,-0.77,0.61,"NA","US","Shipman, VA","NA-US-VA-SHIPMAN","false",732,1291,22138662,
76300,"22971","STANDARD","ROCKFISH","VA","ACCEPTABLE",37.72,-78.83,0.15,-0.77,0.61,"NA","US","Rockfish, VA","NA-US-VA-ROCKFISH","false",732,1291,22138662,
76301,"22850","STANDARD","SINGERS GLEN","VA","PRIMARY",38.56,-78.90,0.15,-0.76,0.62,"NA","US","Singers Glen, VA","NA-US-VA-SINGERS GLEN","false",425,790,13977924,
76302,"23879","STANDARD","SKIPPERS","VA","PRIMARY",36.58,-77.54,0.17,-0.78,0.59,"NA","US","Skippers, VA","NA-US-VA-SKIPPERS","false",382,666,11101966,
76303,"23968","STANDARD","SKIPWITH","VA","PRIMARY",36.69,-78.49,0.15,-0.78,0.59,"NA","US","Skipwith, VA","NA-US-VA-SKIPWITH","false",369,662,10043033,
76304,"23430","STANDARD","SMITHFIELD","VA","PRIMARY",36.98,-76.61,0.18,-0.77,0.60,"NA","US","Smithfield, VA","NA-US-VA-SMITHFIELD","false",7854,14674,380823141,
76305,"23431","PO BOX","SMITHFIELD","VA","PRIMARY",36.98,-76.61,0.18,-0.77,0.60,"NA","US","Smithfield, VA","NA-US-VA-SMITHFIELD","false",,,,
76306,"22972","STANDARD","SOMERSET","VA","PRIMARY",38.20,-78.23,0.16,-0.76,0.61,"NA","US","Somerset, VA","NA-US-VA-SOMERSET","false",,,,
76307,"22972","STANDARD","OLD SOMERSET","VA","NOT ACCEPTABLE",38.20,-78.23,0.16,-0.76,0.61,"NA","US","Old Somerset, VA","NA-US-VA-OLD SOMERSET","false",,,,
76308,"23970","STANDARD","SOUTH HILL","VA","PRIMARY",36.72,-78.12,0.16,-0.78,0.59,"NA","US","South Hill, VA","NA-US-VA-SOUTH HILL","false",3732,6519,107099971,
76309,"23970","STANDARD","SOUTHILL","VA","NOT ACCEPTABLE",36.72,-78.12,0.16,-0.78,0.59,"NA","US","Southill, VA","NA-US-VA-SOUTHILL","false",3732,6519,107099971,
76310,"23970","STANDARD","UNION LEVEL","VA","NOT ACCEPTABLE",36.72,-78.12,0.16,-0.78,0.59,"NA","US","Union Level, VA","NA-US-VA-UNION LEVEL","false",3732,6519,107099971,
76311,"22552","PO BOX","SPARTA","VA","PRIMARY",37.99,-77.22,0.17,-0.76,0.61,"NA","US","Sparta, VA","NA-US-VA-SPARTA","false",,,,
76312,"22551","STANDARD","SPOTSYLVANIA","VA","PRIMARY",38.17,-77.70,0.16,-0.76,0.61,"NA","US","Spotsylvania, VA","NA-US-VA-SPOTSYLVANIA","false",7030,13292,339424567,
76313,"22553","STANDARD","SPOTSYLVANIA","VA","PRIMARY",38.19,-77.68,0.16,-0.76,0.61,"NA","US","Spotsylvania, VA","NA-US-VA-SPOTSYLVANIA","false",7592,14260,407741003,
76314,"22553","STANDARD","SNELL","VA","ACCEPTABLE",38.19,-77.68,0.16,-0.76,0.61,"NA","US","Snell, VA","NA-US-VA-SNELL","false",7592,14260,407741003,
76315,"23881","STANDARD","SPRING GROVE","VA","PRIMARY",37.16,-76.97,0.17,-0.77,0.60,"NA","US","Spring Grove, VA","NA-US-VA-SPRING GROVE","false",819,1453,29342757,
76316,"22430","PO BOX","BROOKE","VA","PRIMARY",38.37,-77.34,0.17,-0.76,0.62,"NA","US","Brooke, VA","NA-US-VA-BROOKE","false",,,,
76317,"22554","STANDARD","STAFFORD","VA","PRIMARY",38.42,-77.40,0.17,-0.76,0.62,"NA","US","Stafford, VA","NA-US-VA-STAFFORD","false",21099,41183,1325666480,
76318,"22555","PO BOX","STAFFORD","VA","PRIMARY",38.42,-77.40,0.17,-0.76,0.62,"NA","US","Stafford, VA","NA-US-VA-STAFFORD","false",588,967,26463800,
76319,"22556","STANDARD","STAFFORD","VA","PRIMARY",38.42,-77.40,0.17,-0.76,0.62,"NA","US","Stafford, VA","NA-US-VA-STAFFORD","false",10764,20731,639343299,
76320,"22973","STANDARD","STANARDSVILLE","VA","PRIMARY",38.30,-78.43,0.15,-0.76,0.61,"NA","US","Stanardsville, VA","NA-US-VA-STANARDSVILLE","false",2726,4838,95110779,
76321,"22851","STANDARD","STANLEY","VA","PRIMARY",38.57,-78.50,0.15,-0.76,0.62,"NA","US","Stanley, VA","NA-US-VA-STANLEY","false",2535,4608,68537025,
76322,"24401","STANDARD","STAUNTON","VA","PRIMARY",38.15,-79.06,0.14,-0.77,0.61,"NA","US","Staunton, VA","NA-US-VA-STAUNTON","false",16137,27407,510177734,
76323,"24401","STANDARD","STAUNTON PARK","VA","NOT ACCEPTABLE",38.15,-79.06,0.14,-0.77,0.61,"NA","US","Staunton Park, VA","NA-US-VA-STAUNTON PARK","false",16137,27407,510177734,
76324,"24401","STANDARD","WESTERN STATE HOSPITAL","VA","NOT ACCEPTABLE",38.15,-79.06,0.14,-0.77,0.61,"NA","US","Western State Hospital, VA","NA-US-VA-WESTERN STATE HOSPITAL","false",16137,27407,510177734,
76325,"24402","PO BOX","STAUNTON","VA","PRIMARY",38.15,-79.06,0.14,-0.77,0.61,"NA","US","Staunton, VA","NA-US-VA-STAUNTON","false",527,816,14767277,
76326,"24476","STANDARD","STEELES TAVERN","VA","PRIMARY",37.92,-79.20,0.14,-0.77,0.61,"NA","US","Steeles Tavern, VA","NA-US-VA-STEELES TAVERN","false",,,,
76327,"24476","STANDARD","SPOTTSWOOD","VA","ACCEPTABLE",37.92,-79.20,0.14,-0.77,0.61,"NA","US","Spottswood, VA","NA-US-VA-SPOTTSWOOD","false",,,,
76328,"24476","STANDARD","STEELES TAVRN","VA","ACCEPTABLE",37.92,-79.20,0.14,-0.77,0.61,"NA","US","Steeles Tavrn, VA","NA-US-VA-STEELES TAVRN","false",,,,
76329,"23882","STANDARD","STONY CREEK","VA","PRIMARY",36.94,-77.40,0.17,-0.77,0.60,"NA","US","Stony Creek, VA","NA-US-VA-STONY CREEK","false",1160,1975,32688024,
76330,"24477","STANDARD","STUARTS DRAFT","VA","PRIMARY",38.02,-79.02,0.14,-0.77,0.61,"NA","US","Stuarts Draft, VA","NA-US-VA-STUARTS DRAFT","false",4960,8956,178299050,
76331,"23162","PO BOX","STUDLEY","VA","PRIMARY",37.67,-77.29,0.17,-0.77,0.61,"NA","US","Studley, VA","NA-US-VA-STUDLEY","false",,,,
76332,"23432","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",704,1276,34393045,
76333,"23432","STANDARD","CHUCKATUCK","VA","NOT ACCEPTABLE",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Chuckatuck, VA","NA-US-VA-CHUCKATUCK","false",704,1276,34393045,
76334,"23433","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",661,1180,38363770,
76335,"23433","STANDARD","CRITTENDEN","VA","NOT ACCEPTABLE",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Crittenden, VA","NA-US-VA-CRITTENDEN","false",661,1180,38363770,
76336,"23434","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",20684,37709,767493913,
76337,"23435","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",11501,22013,635049172,
76338,"23435","STANDARD","DRIVER","VA","NOT ACCEPTABLE",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Driver, VA","NA-US-VA-DRIVER","false",11501,22013,635049172,
76339,"23436","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",415,775,27129156,
76340,"23437","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",1972,3577,75369462,
76341,"23437","STANDARD","HOLLAND","VA","NOT ACCEPTABLE",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Holland, VA","NA-US-VA-HOLLAND","false",1972,3577,75369462,
76342,"23438","STANDARD","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",779,1455,31094095,
76343,"23438","STANDARD","WHALEYVILLE","VA","NOT ACCEPTABLE",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Whaleyville, VA","NA-US-VA-WHALEYVILLE","false",779,1455,31094095,
76344,"23439","PO BOX","SUFFOLK","VA","PRIMARY",36.70,-76.63,0.18,-0.78,0.59,"NA","US","Suffolk, VA","NA-US-VA-SUFFOLK","false",533,884,14754305,
76345,"23883","STANDARD","SURRY","VA","PRIMARY",37.13,-76.83,0.18,-0.77,0.60,"NA","US","Surry, VA","NA-US-VA-SURRY","false",1207,2133,43084360,
76346,"23163","STANDARD","SUSAN","VA","PRIMARY",37.36,-76.31,0.18,-0.77,0.60,"NA","US","Susan, VA","NA-US-VA-SUSAN","false",,,,
76347,"23163","STANDARD","SHADOW","VA","ACCEPTABLE",37.36,-76.31,0.18,-0.77,0.60,"NA","US","Shadow, VA","NA-US-VA-SHADOW","false",,,,
76348,"23884","PO BOX","SUSSEX","VA","PRIMARY",36.91,-77.27,0.17,-0.77,0.60,"NA","US","Sussex, VA","NA-US-VA-SUSSEX","false",,,,
76349,"23885","STANDARD","SUTHERLAND","VA","PRIMARY",37.19,-77.56,0.17,-0.77,0.60,"NA","US","Sutherland, VA","NA-US-VA-SUTHERLAND","false",1338,2433,55733647,
76350,"24479","STANDARD","SWOOPE","VA","PRIMARY",38.14,-79.20,0.14,-0.77,0.61,"NA","US","Swoope, VA","NA-US-VA-SWOOPE","false",753,1344,23069496,
76351,"23440","PO BOX","TANGIER","VA","PRIMARY",37.82,-75.99,0.19,-0.76,0.61,"NA","US","Tangier, VA","NA-US-VA-TANGIER","false",,,,
76352,"22560","STANDARD","TAPPAHANNOCK","VA","PRIMARY",37.92,-76.86,0.17,-0.76,0.61,"NA","US","Tappahannock, VA","NA-US-VA-TAPPAHANNOCK","false",3278,5667,102990459,
76353,"23441","PO BOX","TASLEY","VA","PRIMARY",37.70,-75.70,0.19,-0.76,0.61,"NA","US","Tasley, VA","NA-US-VA-TASLEY","false",282,484,5249223,
76354,"23399","STANDARD","JENKINS BRIDGE","VA","PRIMARY",37.91,-75.63,0.19,-0.76,0.61,"NA","US","Jenkins Bridge, VA","NA-US-VA-JENKINS BRIDGE","false",,,,
76355,"23399","STANDARD","JENKINS BRG","VA","ACCEPTABLE",37.91,-75.63,0.19,-0.76,0.61,"NA","US","Jenkins Brg, VA","NA-US-VA-JENKINS BRG","false",,,,
76356,"23399","STANDARD","TEMPERANCEVILLE","VA","NOT ACCEPTABLE",37.91,-75.63,0.19,-0.76,0.61,"NA","US","Temperanceville, VA","NA-US-VA-TEMPERANCEVILLE","false",,,,
76357,"23442","STANDARD","TEMPERANCEVILLE","VA","PRIMARY",37.89,-75.54,0.19,-0.76,0.61,"NA","US","Temperanceville, VA","NA-US-VA-TEMPERANCEVILLE","false",515,896,13089192,
76358,"23442","STANDARD","TEMPERANCEVLE","VA","ACCEPTABLE",37.89,-75.54,0.19,-0.76,0.61,"NA","US","Temperancevle, VA","NA-US-VA-TEMPERANCEVLE","false",515,896,13089192,
76359,"22565","PO BOX","THORNBURG","VA","PRIMARY",38.13,-77.52,0.16,-0.76,0.61,"NA","US","Thornburg, VA","NA-US-VA-THORNBURG","false",318,538,10437837,
76360,"22853","STANDARD","TIMBERVILLE","VA","PRIMARY",38.63,-78.77,0.15,-0.76,0.62,"NA","US","Timberville, VA","NA-US-VA-TIMBERVILLE","false",2120,3772,64419398,
76361,"23168","STANDARD","TOANO","VA","PRIMARY",37.37,-76.80,0.18,-0.77,0.60,"NA","US","Toano, VA","NA-US-VA-TOANO","false",2991,5486,146818878,
76362,"23169","STANDARD","TOPPING","VA","PRIMARY",37.59,-76.46,0.18,-0.77,0.61,"NA","US","Topping, VA","NA-US-VA-TOPPING","false",541,902,14790749,
76363,"23169","STANDARD","SYRINGA","VA","ACCEPTABLE",37.59,-76.46,0.18,-0.77,0.61,"NA","US","Syringa, VA","NA-US-VA-SYRINGA","false",541,902,14790749,
76364,"23443","PO BOX","TOWNSEND","VA","PRIMARY",37.18,-75.95,0.19,-0.77,0.60,"NA","US","Townsend, VA","NA-US-VA-TOWNSEND","false",,,,
76365,"22974","STANDARD","TROY","VA","PRIMARY",37.94,-78.24,0.16,-0.77,0.61,"NA","US","Troy, VA","NA-US-VA-TROY","false",1884,3443,84098412,
76366,"22567","STANDARD","UNIONVILLE","VA","PRIMARY",38.25,-77.96,0.16,-0.76,0.61,"NA","US","Unionville, VA","NA-US-VA-UNIONVILLE","false",1301,2394,48383210,
76367,"22567","STANDARD","LAHORE","VA","NOT ACCEPTABLE",38.25,-77.96,0.16,-0.76,0.61,"NA","US","Lahore, VA","NA-US-VA-LAHORE","false",1301,2394,48383210,
76368,"23079","STANDARD","JAMAICA","VA","PRIMARY",37.71,-76.69,0.18,-0.76,0.61,"NA","US","Jamaica, VA","NA-US-VA-JAMAICA","false",,,,
76369,"23175","STANDARD","URBANNA","VA","PRIMARY",37.63,-76.57,0.18,-0.77,0.61,"NA","US","Urbanna, VA","NA-US-VA-URBANNA","false",1076,1846,33115649,
76370,"23175","STANDARD","WARNER","VA","ACCEPTABLE",37.63,-76.57,0.18,-0.77,0.61,"NA","US","Warner, VA","NA-US-VA-WARNER","false",1076,1846,33115649,
76371,"23180","STANDARD","WATER VIEW","VA","PRIMARY",37.72,-76.61,0.18,-0.76,0.61,"NA","US","Water View, VA","NA-US-VA-WATER VIEW","false",,,,
76372,"23887","STANDARD","VALENTINES","VA","PRIMARY",36.58,-77.83,0.16,-0.78,0.59,"NA","US","Valentines, VA","NA-US-VA-VALENTINES","false",,,,
76373,"24482","STANDARD","VERONA","VA","PRIMARY",38.19,-79.00,0.14,-0.77,0.61,"NA","US","Verona, VA","NA-US-VA-VERONA","false",2344,4032,79321775,
76374,"24483","STANDARD","VESUVIUS","VA","PRIMARY",37.90,-79.20,0.14,-0.77,0.61,"NA","US","Vesuvius, VA","NA-US-VA-VESUVIUS","false",310,576,9126815,
76375,"23974","STANDARD","VICTORIA","VA","PRIMARY",36.99,-78.22,0.16,-0.78,0.60,"NA","US","Victoria, VA","NA-US-VA-VICTORIA","false",1706,3019,46033460,
76376,"23450","PO BOX","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",491,718,17523469,
76377,"23450","PO BOX","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",491,718,17523469,
76378,"23451","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",21485,33789,996277136,
76379,"23451","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",21485,33789,996277136,
76380,"23452","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",28960,49874,1160905601,
76381,"23452","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",28960,49874,1160905601,
76382,"23453","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.78,-76.08,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",16172,29451,608997811,
76383,"23453","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.78,-76.08,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",16172,29451,608997811,
76384,"23454","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",28984,50900,1318946115,
76385,"23454","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",28984,50900,1318946115,
76386,"23455","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",22579,38373,981114738,
76387,"23455","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",22579,38373,981114738,
76388,"23456","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",23388,44836,1202696845,
76389,"23456","STANDARD","VIRGINIA BCH","VA","ACCEPTABLE",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Bch, VA","NA-US-VA-VIRGINIA BCH","false",23388,44836,1202696845,
76390,"23457","STANDARD","VIRGINIA BEACH","VA","PRIMARY",36.73,-76.04,0.19,-0.77,0.59,"NA","US","Virginia Beach, VA","NA-US-VA-VIRGINIA BEACH","false",2147,3890,96621160,
