mission,roll,frame,Photo Date,Photo Time GMT,Center Point Lat,Center Point Lon,Nadir Lat,Nadir Lon,Lens mm,geon,feat,Clouds Percentage,Look Angle,Look Direction,Sun Azimuth,Sun Elevation Angle,camera,film,Camera (uncataloged),caption,Features from Image Detectives (not NASA),RecordType
STS100,709,192,20010426,160036,37.5,-76.5,33.7,-74.9,110,USA-VIRGINIA,CHESAPEAKE BAY,10,50,N,144,66,HB: Hasselblad,"2443: Kodak Aerochrome 2443, color IR, thin base, EA-5 process thru June 1999, E-6 process afterward.",,,,CatalogedWithCenterPoint
STS100,715,59 Z,200104__,,37,-76,,,250,USA-VIRGINIA,PAN-NORFOLK AREA-SOFT,10,HO,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,59 Y,200104__,,37,-76,,,250,USA-VIRGINIA,PAN-NORFOLK AREA-SOFT,10,HO,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,59 X,200104__,,37,-76,,,250,USA-VIRGINIA,PAN-NORFOLK AREA-SOFT,10,HO,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,56,20010423,172023,38,-76,35.8,-74,250,USA-VIRGINIA,"CHESAPEAKE BAY, SOFT",10,41,NW,196,66,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,55,20010423,172022,38,-76,35.8,-74.1,250,USA-VIRGINIA,"CHESAPEAKE BAY, SOFT",10,40,NW,196,66,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,54,20010423,172021,38,-76,35.8,-74.2,250,USA-VIRGINIA,"CHESAPEAKE BAY, SOFT",10,40,NW,196,66,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,53,20010423,171948,37,-76,34.4,-76,250,USA-VIRGINIA,"NORFOLK, DELMARVA PEN.",10,37,N,192,68,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,52,20010423,171947,37,-76,34.3,-76.1,250,USA-VIRGINIA,"NORFOLK, DELMARVA PEN.",10,38,N,191,68,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,715,51,20010423,171946,37,-76,34.3,-76.1,250,USA-VIRGINIA,"NORFOLK, DELMARVA PEN.",10,38,N,191,68,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS100,E,5841,20010428,154234,37,-76.5,36.6,-78.2,400,USA-VIRGINIA,NEWPORT NEWS,,27,E,133,60,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5840,20010428,154233,37,-76.5,36.5,-78.3,400,USA-VIRGINIA,NEWPORT NEWS,,29,E,133,60,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5839,20010428,154232,37,-76.5,36.5,-78.3,400,USA-VIRGINIA,NEWPORT NEWS,,29,E,132,60,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5615,20010426,160041,37,-76,33.9,-74.6,400,USA-VIRGINIA,CHESAPEAKE BAY BRIDGE,10,45,N,145,66,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5614,20010426,160037,37,-76,33.7,-74.8,400,USA-VIRGINIA,CHESAPEAKE BAY BRIDGE,10,46,N,144,66,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5613,20010426,160033,37,-76,33.6,-75,400,USA-VIRGINIA,VIRGINIA BEACH,10,46,N,143,66,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS100,E,5612,20010426,160030,36.5,-76,33.4,-75.2,400,USA-VIRGINIA,"CURRITUCK SOUND, BEACH",10,43,N,143,66,E3: Kodak DCS660 Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS102,355,18,20010316,153334,37,-79.5,40.7,-75.1,,USA-VIRGINIA,"SMITH MOUNTAIN L., HAZE",50,HO,SW,147,43,,,,,,CatalogedWithCenterPoint
STS102,355,17,20010316,153330,37,-79.5,40.8,-75.4,,USA-VIRGINIA,"SMITH MOUNTAIN L., HAZE",50,HO,SW,146,42,,,,,,CatalogedWithCenterPoint
STS102,705,46,200103__,,37,-76,,,250,USA-VIRGINIA,MOUTH OF CHESAPEAKE BAY,50,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS102,705,45,200103__,,37,-76,,,250,USA-VIRGINIA,MOUTH OF CHESAPEAKE BAY,50,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS102,705,44,200103__,,37,-76,,,250,USA-VIRGINIA,MOUTH OF CHESAPEAKE BAY,50,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS102,705,43,200103__,,37,-81,,,250,USA-VIRGINIA,APPALACHIAN MOUNTAINS,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS102,705,42,200103__,,37,-81,,,250,USA-VIRGINIA,APPALACHIAN MOUNTAINS,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS102,705,41,200103__,,37,-81,,,250,USA-VIRGINIA,APPALACHIAN MOUNTAINS,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,711,44,20010723,115411,37,-76,36.6,-70.7,350,USA-VIRGINIA,"NORFOLK AREA, SOFT",25,HO,W,82,24,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,719,68,20010723,115429,37,-76,35.8,-69.6,250,USA-VIRGINIA,NORFOLK AREA,75,HO,W,83,25,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,719,67,20010723,115428,37,-76,35.9,-69.7,250,USA-VIRGINIA,NORFOLK AREA,75,HO,W,83,25,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,719,63,20010723,115350,37,-77,37.4,-71.9,250,USA-VIRGINIA,PAN-SOUTHERN VIRGINIA,75,HO,W,82,24,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,722,7,20010722,125044,37.5,-80,36.5,-78.9,250,USA-VIRGINIA,"APPALACHIAN MTS.,ROANOKE",10,23,NW,86,29,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,722,6,20010722,125043,37.5,-80,36.5,-78.9,250,USA-VIRGINIA,"APPALACHIAN MTS.,ROANOKE",10,23,NW,85,29,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,91,20010721,121231,38,-75.5,41.3,-71.4,250,USA-VIRGINIA,DELMARVA PENINSULA,10,HO,SW,87,28,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,90,20010721,121230,38,-75.5,41.4,-71.5,250,USA-VIRGINIA,DELMARVA PENINSULA,10,HO,SW,87,28,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,58,20010720,130926,37,-76,39.1,-75.8,250,USA-VIRGINIA,CAPE HENRY,100,31,S,91,36,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,57,20010720,130925,37,-76,39.2,-75.9,250,USA-VIRGINIA,CAPE HENRY,100,32,S,91,36,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,56,20010720,130917,37,-76,39.5,-76.4,250,USA-VIRGINIA,CAPE HENRY,100,36,S,91,35,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,55,20010720,130916,37,-76,39.5,-76.5,250,USA-VIRGINIA,CAPE HENRY,100,36,S,91,35,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,54,20010720,130915,37,-76,39.6,-76.5,250,USA-VIRGINIA,CAPE HENRY,100,37,S,91,35,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,53,20010720,130858,38,-75.5,40.2,-77.6,250,USA-VIRGINIA,NEAR CHINKOTEAGE BAY,75,41,SE,91,34,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS104,724,52,20010720,130857,38,-75.5,40.2,-77.7,250,USA-VIRGINIA,NEAR CHINKOTEAGE BAY,75,42,SE,91,34,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,34,20010821,,37.5,-76.5,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,33,20010821,,37.5,-76.5,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,32,20010821,,37.5,-76.5,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,31,20010821,,37.5,-77,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,30,20010821,,37.5,-77,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,708,29,20010821,,37.5,-77,,,110,USA-VIRGINIA,"NORFOLK, CHESAPEAKE B.",100,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,28,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,10,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,27,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,10,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,26,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,10,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,25,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,24,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,23,20010815,,38,-77,,,250,USA-VIRGINIA,RAPPAHANNOCK & POTOMAC R,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,16,20010815,,38,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,15,20010815,,38,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,14,20010815,,38,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,13,20010815,,37.5,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,12,20010815,,37.5,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,11,20010815,,37.5,-75.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,10,20010815,,37.5,-76.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,9,20010815,,37.5,-76.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,8,20010815,,37.5,-76.5,,,250,USA-VIRGINIA,DELMARVA PENINSULA,25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,7,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,6,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,5,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,4,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,3,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS105,722,2,20010815,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP",25,,,,,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS107,E,5620,20030125,154908,37.5,-80,37.1,-80.8,180,USA-VIRGINIA,"JAMES RIVER, CLIFTON FORGE",10,21,NE,151,29,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5619,20030125,154903,38,-80,37.2,-81.2,180,USA-VIRGINIA,"COVINGTON, LAKE MOOMAW",10,32,NE,151,29,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5618,20030125,154902,38,-80,37.2,-81.3,180,USA-VIRGINIA,"COVINGTON, LAKE MOOMAW",10,33,NE,151,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5617,20030125,154902,38,-80,37.2,-81.3,180,USA-VIRGINIA,"COVINGTON, LAKE MOOMAW",10,33,NE,151,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5616,20030125,154853,37,-82,37.3,-82,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",25,7,S,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5615,20030125,154852,37,-82,37.3,-82.1,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",25,8,S,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5614,20030125,154852,37,-82,37.3,-82.1,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",25,8,S,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5613,20030125,154851,37,-82,37.4,-82.2,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",10,11,SE,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5612,20030125,154850,37,-82,37.4,-82.2,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",10,11,SE,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS107,E,5611,20030125,154849,37,-82,37.4,-82.3,180,USA-VIRGINIA,"APPALACHIAN MTS., HOLSTON RIVER",10,12,SE,150,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
STS110,302,9,200204__,,38,-76,,,,USA-VIRGINIA,"CHESAPEAKE BAY, DARK",50,,,,,,,,,,CatalogedWithCenterPoint
STS110,302,8,200204__,,38,-75.5,,,,USA-VIRGINIA,DELMARVA PENINSULA,75,,,,,,,,,,CatalogedWithCenterPoint
STS110,302,7,200204__,,37.5,-75.5,,,,USA-VIRGINIA,DELMARVA PENINSULA,10,,,,,,,,,,CatalogedWithCenterPoint
STS110,302,6,200204__,,37,-76.5,,,,USA-VIRGINIA,NORFOLK/NEWPORT NEWS,10,,,,,,,,,,CatalogedWithCenterPoint
STS110,302,5,200204__,,37,-76,,,,USA-VIRGINIA,NORFOLK/NEWPORT NEWS,10,,,,,,,,,,CatalogedWithCenterPoint
STS110,302,4,200204__,,37,-76.5,,,,USA-VIRGINIA,NORFOLK AREA,10,,,,,,,,,,CatalogedWithCenterPoint
STS110,330,26,20020418,172313,38,-76.5,34.9,-82.5,,USA-VIRGINIA,CHESAPEAKE BAY AREA,50,HO,NE,176,66,,,,,,CatalogedWithCenterPoint
STS110,330,25,20020418,172302,36.5,-76,34.4,-83.1,,USA-VIRGINIA,"CAPES HATTERAS, HENRY",10,HO,E,175,67,,,,,,CatalogedWithCenterPoint
STS111,706,66,20020608,205212,37,-76,38.4,-76.7,110,USA-VIRGINIA,"BRIDGE, AIRPORT,PART FRM",50,25,SE,269,40,HB: Hasselblad,"5069: Kodak Elite 100S, E6 Reversal, Replaces Lumiere, Warmer in tone vs. Lumiere.",,,,CatalogedWithCenterPoint
STS122,E,11899,20080219,151402,38,-77,42.1,-64.6,35,USA-VIRGINIA,ATMOSPHERIC LIMB,75,HO,W,157,34,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,CATALOGED BY TEXAS STATE UNIVERSITY,,CatalogedWithCenterPoint
STS122,E,11898,20080219,151353,37,-77,41.8,-65.2,35,USA-VIRGINIA,ATMOSPHERIC LIMB,100,HO,W,156,34,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,CATALOGED BY TEXAS STATE UNIVERSITY,,CatalogedWithCenterPoint
STS122,E,8492,20080214,163511,38,-75.5,30.2,-72.6,70,USA-VIRGINIA,"CHESAPEAKE B.,DELAWARE B.",100,HO,N,170,46,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,CATALOGED BY TEXAS STATE UNIVERSITY,,CatalogedWithCenterPoint
STS122,E,8491,20080214,163447,36.5,-77.5,29.1,-73.8,28,USA-VIRGINIA,"CHESAPEAKE B., LIMB",75,HO,N,168,47,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,CATALOGED BY TEXAS STATE UNIVERSITY,,CatalogedWithCenterPoint
STS51B,33,19,1985____,,38,-76.5,,,100,USA-VIRGINIA,CHESAPEAKE BAY,30,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,43,38,19850504,151124,38,-79.5,39.2,-82.5,100,USA-VIRGINIA,BLUE RIDGE MOUNTAINS,10,45,E,118,52,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,43,37,19850504,151108,37,-82.5,38.4,-83.3,100,USA-VIRGINIA,KINGSPORT,5,27,SE,116,52,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,29,1985____,,39,-77.5,,,250,USA-VIRGINIA,"WASHINGTON, D.C.",0,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,28,1985____,,39,-77.5,,,250,USA-VIRGINIA,"WASHINGTON, D.C.",0,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,27,1985____,,38.5,-77.5,,,250,USA-VIRGINIA,POTOMAC RIVER,0,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,26,1985____,,38.5,-78,,,250,USA-VIRGINIA,BLUE RIDGE MOUNTAINS,5,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,25,1985____,,38,-78,,,250,USA-VIRGINIA,BLUE RIDGE MOUNTAINS,5,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,24,1985____,,38,-78,,,250,USA-VIRGINIA,BLUE RIDGE MOUNTAINS,5,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,23,1985____,,38,-78,,,250,USA-VIRGINIA,BLUE RIDGE MOUNTAINS,5,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,22,1985____,,37.5,-76.5,,,250,USA-VIRGINIA,CHESAPEAKE BAY,50,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51B,53,21,1985____,,37,-76,,,250,USA-VIRGINIA,CHESAPEAKE BAY,60,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51F,32,60,19850730,211431,37,-76.5,37.8,-75.7,100,USA-VIRGINIA,JAMES RIVER,80,21,SW,267,33,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS51F,32,60,19850730,211431,37,-76.5,37.8,-75.7,100,USA-VIRGINIA,JAMES RIVER,80,21,SW,267,33,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
